track_id,cam_id,start_frame,end_frame,start_ms,end_ms,start_common_clock_ms,end_common_clock_ms,n_frames,class_mode,mean_conf,median_conf,median_w,median_h,max_area_px,pct_edge_touch,pct_blurry,n_large_box_frames,n_non_edge_frames,n_sharp_frames,duration_ms,usable_track,best_frame_idx,best_source_timestamp_ms,best_common_clock_ms
93,garage,1360,1362,45378.666666666664,45445.4,45378.666666666664,45445.4,3,7,0.4981256028016408,0.3556186258792877,470.0,317.0,148990,0.0,0.0,3,3,3,66.73333333333721,False,1362,45445.4,45445.4
133,garage,1530,1533,51051.0,51151.1,51051.0,51151.1,3,2,0.5402339994907379,0.5042307376861572,410.0,144.0,78657,0.0,1.0,3,3,0,100.09999999999854,False,1531,51084.36666666667,51084.36666666667
51,garage,1185,1187,39539.50000000001,39606.23333333334,39539.50000000001,39606.23333333334,3,2,0.35599233706792194,0.35385939478874207,327.0,233.0,76752,0.0,0.0,3,3,3,66.73333333332994,False,1186,39572.86666666667,39572.86666666667
283,garage,2805,2807,93593.5,93660.23333333334,93593.5,93660.23333333334,3,7,0.604307214419047,0.6917048096656799,288.0,179.0,51731,0.0,0.0,3,3,3,66.73333333333721,False,2807,93660.23333333334,93660.23333333334
853,garage,7900,7902,263596.6666666667,263663.4,263596.6666666667,263663.4,3,2,0.5445826053619385,0.523115873336792,232.0,139.0,33276,1.0,0.0,3,0,3,66.73333333333721,False,7901,263630.0333333334,263630.0333333334
815,garage,7643,7645,255021.43333333335,255088.16666666666,255021.43333333335,255088.16666666666,3,2,0.41023192803064984,0.3964862823486328,201.0,107.0,22236,1.0,0.0,3,0,3,66.73333333330811,False,7645,255088.16666666666,255088.16666666666
439,garage,4739,4741,158124.63333333336,158191.36666666667,158124.63333333336,158191.36666666667,3,2,0.5674421787261963,0.6083332300186157,216.0,87.0,19272,1.0,0.0,3,0,3,66.73333333330811,False,4741,158191.36666666667,158191.36666666667
592,garage,5530,5532,184517.6666666667,184584.40000000002,184517.6666666667,184584.40000000002,3,2,0.4161591629187266,0.40314456820487976,66.0,57.0,4402,0.3333333333333333,0.0,3,2,3,66.73333333333721,False,5530,184517.6666666667,184517.6666666667
895,garage,8513,8515,284050.43333333335,284117.1666666667,284050.43333333335,284117.1666666667,3,2,0.3678194582462311,0.3408076763153076,11.0,48.0,715,1.0,0.0,0,0,3,66.73333333333721,False,8513,284050.43333333335,284050.43333333335
117,garage,1476,1477,49249.200000000004,49282.566666666666,49249.200000000004,49282.566666666666,2,7,0.40838345885276794,0.40838345885276794,516.0,310.0,160062,1.0,0.0,2,0,2,33.36666666666133,False,1476,49249.200000000004,49249.200000000004
28,garage,712,713,23757.066666666666,23790.433333333338,23757.066666666666,23790.433333333338,2,2,0.5086707472801208,0.5086707472801208,396.5,279.0,110763,0.0,0.0,2,2,2,33.366666666672245,False,713,23790.433333333338,23790.433333333338
446,garage,4786,4787,159692.86666666667,159726.23333333334,159692.86666666667,159726.23333333334,2,2,0.4393667131662369,0.4393667131662369,325.0,173.5,56898,1.0,0.0,2,0,2,33.36666666666861,False,4787,159726.23333333334,159726.23333333334
646,garage,6090,6091,203203.0,203236.36666666667,203203.0,203236.36666666667,2,7,0.42250052094459534,0.42250052094459534,255.5,149.0,38550,0.0,0.0,2,2,2,33.36666666666861,False,6090,203203.0,203203.0
265,garage,2668,2669,89022.26666666666,89055.63333333333,89022.26666666666,89055.63333333333,2,2,0.3595585525035858,0.3595585525035858,263.5,121.5,32718,1.0,0.0,2,0,2,33.36666666666861,False,2668,89022.26666666666,89022.26666666666
726,garage,7024,7025,234367.46666666667,234400.83333333334,234367.46666666667,234400.83333333334,2,2,0.3999246507883072,0.3999246507883072,251.5,125.0,31878,1.0,0.0,2,0,2,33.36666666666861,False,7024,234367.46666666667,234367.46666666667
593,garage,5537,5538,184751.23333333334,184784.6,184751.23333333334,184784.6,2,2,0.48252497613430023,0.48252497613430023,377.0,81.0,30618,1.0,0.0,2,0,2,33.36666666666861,False,5538,184784.6,184784.6
866,garage,8013,8014,267367.1,267400.4666666667,267367.1,267400.4666666667,2,2,0.5112756043672562,0.5112756043672562,259.0,102.5,27248,1.0,0.0,2,0,2,33.36666666669771,False,8014,267400.4666666667,267400.4666666667
814,garage,7638,7639,254854.6,254887.96666666667,254854.6,254887.96666666667,2,2,0.42406029999256134,0.42406029999256134,212.0,122.5,26660,1.0,0.0,2,0,2,33.36666666666861,False,7638,254854.6,254854.6
488,garage,5020,5021,167500.6666666667,167534.03333333335,167500.6666666667,167534.03333333335,2,2,0.4242735505104065,0.4242735505104065,119.0,210.5,25109,0.5,1.0,2,1,0,33.36666666666861,False,5021,167534.03333333335,167534.03333333335
300,garage,2864,2865,95562.13333333333,95595.5,95562.13333333333,95595.5,2,2,0.5415676683187485,0.5415676683187485,206.5,86.0,18096,1.0,0.0,2,0,2,33.36666666666861,False,2865,95595.5,95595.5
441,garage,4744,4745,158291.46666666667,158324.83333333334,158291.46666666667,158324.83333333334,2,2,0.5397417992353439,0.5397417992353439,205.5,78.5,16432,1.0,0.0,2,0,2,33.36666666666861,False,4745,158324.83333333334,158324.83333333334
653,garage,6128,6129,204470.93333333335,204504.3,204470.93333333335,204504.3,2,7,0.35874271392822266,0.35874271392822266,197.5,77.0,15522,1.0,0.0,2,0,2,33.3666666666395,False,6129,204504.3,204504.3
302,garage,2870,2871,95762.33333333334,95795.70000000001,95762.33333333334,95795.70000000001,2,2,0.4849121421575546,0.4849121421575546,200.5,74.5,15150,1.0,1.0,2,0,0,33.36666666666861,False,2871,95795.70000000001,95795.70000000001
563,garage,5436,5437,181381.2,181414.56666666668,181381.2,181414.56666666668,2,2,0.42379435896873474,0.42379435896873474,247.5,54.0,13860,1.0,0.5,2,0,1,33.36666666666861,False,5437,181414.56666666668,181414.56666666668
415,garage,4640,4641,154821.33333333334,154854.7,154821.33333333334,154854.7,2,2,0.6883175671100616,0.6883175671100616,23.5,139.5,3384,0.0,0.0,0,2,2,33.36666666666861,False,4640,154821.33333333334,154821.33333333334
699,garage,6495,6496,216716.5,216749.8666666667,216716.5,216749.8666666667,2,2,0.38072343170642853,0.38072343170642853,12.5,56.0,754,1.0,0.0,0,0,2,33.36666666669771,False,6495,216716.5,216716.5
340,garage,3549,3549,118418.3,118418.3,118418.3,118418.3,1,2,0.5280553698539734,0.5280553698539734,746.0,339.0,252894,0.0,0.0,1,1,1,0.0,False,3549,118418.3,118418.3
36,garage,870,870,29029.0,29029.0,29029.0,29029.0,1,2,0.3964637219905853,0.3964637219905853,744.0,303.0,225432,1.0,0.0,1,0,1,0.0,False,870,29029.0,29029.0
431,garage,4717,4717,157390.56666666668,157390.56666666668,157390.56666666668,157390.56666666668,1,2,0.3475327789783478,0.3475327789783478,547.0,411.0,224817,0.0,0.0,1,1,1,0.0,False,4717,157390.56666666668,157390.56666666668
102,garage,1379,1379,46012.63333333333,46012.63333333333,46012.63333333333,46012.63333333333,1,7,0.34398093819618225,0.34398093819618225,468.0,319.0,149292,0.0,0.0,1,1,1,0.0,False,1379,46012.63333333333,46012.63333333333
104,garage,1391,1391,46413.03333333334,46413.03333333334,46413.03333333334,46413.03333333334,1,7,0.30903974175453186,0.30903974175453186,467.0,317.0,148039,0.0,0.0,1,1,1,0.0,False,1391,46413.03333333334,46413.03333333334
119,garage,1481,1481,49416.03333333334,49416.03333333334,49416.03333333334,49416.03333333334,1,7,0.4263666570186615,0.4263666570186615,455.0,312.0,141960,1.0,0.0,1,0,1,0.0,False,1481,49416.03333333334,49416.03333333334
63,garage,1222,1222,40774.06666666667,40774.06666666667,40774.06666666667,40774.06666666667,1,2,0.39032015204429626,0.39032015204429626,374.0,262.0,97988,0.0,0.0,1,1,1,0.0,False,1222,40774.06666666667,40774.06666666667
47,garage,1158,1158,38638.600000000006,38638.600000000006,38638.600000000006,38638.600000000006,1,2,0.3149285316467285,0.3149285316467285,414.0,219.0,90666,1.0,0.0,1,0,1,0.0,False,1158,38638.600000000006,38638.600000000006
57,garage,1208,1208,40306.933333333334,40306.933333333334,40306.933333333334,40306.933333333334,1,2,0.4054561257362366,0.4054561257362366,357.0,252.0,89964,0.0,0.0,1,1,1,0.0,False,1208,40306.933333333334,40306.933333333334
7,garage,95,95,3169.8333333333335,3169.8333333333335,3169.8333333333335,3169.8333333333335,1,2,0.3962538242340088,0.3962538242340088,388.0,203.0,78764,0.0,0.0,1,1,1,0.0,False,95,3169.8333333333335,3169.8333333333335
50,garage,1181,1181,39406.03333333333,39406.03333333333,39406.03333333333,39406.03333333333,1,2,0.324174702167511,0.324174702167511,321.0,230.0,73830,0.0,0.0,1,1,1,0.0,False,1181,39406.03333333333,39406.03333333333
732,garage,7154,7154,238705.13333333336,238705.13333333336,238705.13333333336,238705.13333333336,1,2,0.5929880738258362,0.5929880738258362,298.0,238.0,70924,0.0,0.0,1,1,1,0.0,False,7154,238705.13333333336,238705.13333333336
720,garage,6967,6967,232465.56666666668,232465.56666666668,232465.56666666668,232465.56666666668,1,7,0.3467525839805603,0.3467525839805603,326.0,183.0,59658,0.0,0.0,1,1,1,0.0,False,6967,232465.56666666668,232465.56666666668
183,garage,1681,1681,56089.36666666667,56089.36666666667,56089.36666666667,56089.36666666667,1,2,0.36913174390792847,0.36913174390792847,230.0,158.0,36340,0.0,0.0,1,1,1,0.0,False,1681,56089.36666666667,56089.36666666667
182,garage,1677,1677,55955.9,55955.9,55955.9,55955.9,1,2,0.349257230758667,0.349257230758667,227.0,156.0,35412,0.0,0.0,1,1,1,0.0,False,1677,55955.9,55955.9
187,garage,1702,1702,56790.066666666666,56790.066666666666,56790.066666666666,56790.066666666666,1,2,0.39183318614959717,0.39183318614959717,255.0,132.0,33660,1.0,0.0,1,0,1,0.0,False,1702,56790.066666666666,56790.066666666666
134,garage,1530,1530,51051.0,51051.0,51051.0,51051.0,1,2,0.555844783782959,0.555844783782959,236.0,139.0,32804,0.0,0.0,1,1,1,0.0,False,1530,51051.0,51051.0
152,garage,1585,1585,52886.16666666667,52886.16666666667,52886.16666666667,52886.16666666667,1,7,0.38840341567993164,0.38840341567993164,167.0,191.0,31897,0.0,0.0,1,1,1,0.0,False,1585,52886.16666666667,52886.16666666667
170,garage,1624,1624,54187.466666666674,54187.466666666674,54187.466666666674,54187.466666666674,1,2,0.562000572681427,0.562000572681427,209.0,146.0,30514,0.0,0.0,1,1,1,0.0,False,1624,54187.466666666674,54187.466666666674
812,garage,7634,7634,254721.13333333333,254721.13333333333,254721.13333333333,254721.13333333333,1,2,0.7728505730628967,0.7728505730628967,236.0,125.0,29500,0.0,0.0,1,1,1,0.0,False,7634,254721.13333333333,254721.13333333333
64,garage,1224,1224,40840.8,40840.8,40840.8,40840.8,1,2,0.36771559715270996,0.36771559715270996,130.0,194.0,25220,1.0,0.0,1,0,1,0.0,False,1224,40840.8,40840.8
469,garage,4945,4945,164998.16666666666,164998.16666666666,164998.16666666666,164998.16666666666,1,2,0.3568941652774811,0.3568941652774811,358.0,70.0,25060,1.0,1.0,1,0,0,0.0,False,4945,164998.16666666666,164998.16666666666
451,garage,4824,4824,160960.80000000002,160960.80000000002,160960.80000000002,160960.80000000002,1,7,0.36538103222846985,0.36538103222846985,252.0,92.0,23184,1.0,0.0,1,0,1,0.0,False,4824,160960.80000000002,160960.80000000002
416,garage,4640,4640,154821.33333333334,154821.33333333334,154821.33333333334,154821.33333333334,1,7,0.3470880687236786,0.3470880687236786,251.0,92.0,23092,1.0,0.0,1,0,1,0.0,False,4640,154821.33333333334,154821.33333333334
438,garage,4735,4735,157991.1666666667,157991.1666666667,157991.1666666667,157991.1666666667,1,7,0.33706796169281006,0.33706796169281006,223.0,97.0,21631,1.0,0.0,1,0,1,0.0,False,4735,157991.1666666667,157991.1666666667
453,garage,4827,4827,161060.9,161060.9,161060.9,161060.9,1,7,0.4934001564979553,0.4934001564979553,251.0,86.0,21586,1.0,0.0,1,0,1,0.0,False,4827,161060.9,161060.9
471,garage,4949,4949,165131.63333333336,165131.63333333336,165131.63333333336,165131.63333333336,1,7,0.33657652139663696,0.33657652139663696,343.0,62.0,21266,1.0,1.0,1,0,0,0.0,False,4949,165131.63333333336,165131.63333333336
42,garage,1097,1097,36603.23333333334,36603.23333333334,36603.23333333334,36603.23333333334,1,7,0.31756916642189026,0.31756916642189026,121.0,139.0,16819,1.0,0.0,1,0,1,0.0,False,1097,36603.23333333334,36603.23333333334
652,garage,6125,6125,204370.83333333334,204370.83333333334,204370.83333333334,204370.83333333334,1,7,0.39975211024284363,0.39975211024284363,202.0,83.0,16766,1.0,0.0,1,0,1,0.0,False,6125,204370.83333333334,204370.83333333334
452,garage,4825,4825,160994.1666666667,160994.1666666667,160994.1666666667,160994.1666666667,1,2,0.7187954783439636,0.7187954783439636,60.0,176.0,10560,1.0,0.0,1,0,1,0.0,False,4825,160994.1666666667,160994.1666666667
510,garage,5138,5138,171437.93333333335,171437.93333333335,171437.93333333335,171437.93333333335,1,2,0.3393859565258026,0.3393859565258026,166.0,53.0,8798,1.0,0.0,1,0,1,0.0,False,5138,171437.93333333335,171437.93333333335
123,garage,1505,1505,50216.833333333336,50216.833333333336,50216.833333333336,50216.833333333336,1,2,0.71775221824646,0.71775221824646,37.0,236.0,8732,1.0,1.0,0,0,0,0.0,False,1505,50216.833333333336,50216.833333333336
